timestamp,open,high,low,close
2025-04-17 18:45:00,131196.9257,131269.1742,130879.3895,131027.69
2025-04-17 18:50:00,131008.5311,131128.5606,130876.48,130943.3517
2025-04-17 18:55:00,130959.9224,131559.7828,130825.8019,131423.9713
2025-04-17 19:00:00,131392.7327,131497.6188,131195.2369,131261.0509
2025-04-17 19:05:00,131196.6075,131460.7333,130940.1839,130940.1839
2025-04-17 19:10:00,130922.2831,131296.8859,130717.9342,131099.7179
2025-04-17 19:15:00,131081.2685,131590.4476,131073.2565,131498.4259
2025-04-17 19:20:00,131517.4675,131604.0082,131311.5374,131523.7907
2025-04-17 19:25:00,131503.2187,131503.2187,131093.593,131206.7053
2025-04-17 19:30:00,131221.6251,131371.1854,130844.0602,130880.6176
2025-04-17 19:35:00,130895.6315,131518.8007,130798.1936,131426.3061
2025-04-17 19:40:00,131465.6611,131602.1137,131361.6587,131589.1835
2025-04-17 19:45:00,131585.9844,131660.7442,131275.4792,131328.8126
2025-04-17 19:50:00,131339.0062,131483.6949,131237.7474,131406.4997
2025-04-17 19:55:00,131412.4558,131761.7762,131372.8818,131646.1332
2025-04-17 20:00:00,131613.953,131779.6204,131318.7357,131703.1038
2025-04-17 20:05:00,131725.1214,131774.3732,131384.3002,131692.4092
2025-04-17 20:10:00,131680.2035,131680.2035,131112.1765,131152.4141
2025-04-17 20:15:00,131154.9515,131330.6119,130662.2219,130797.0435
2025-04-17 20:20:00,130776.804,130824.3474,130348.8113,130540.6096
2025-04-17 20:25:00,130522.4849,130768.8767,130365.9245,130648.8419
2025-04-17 20:30:00,130638.2927,130948.5144,130573.3529,130797.2151
2025-04-17 20:35:00,130837.783,131163.8551,130819.0998,130943.6437
2025-04-17 20:40:00,130952.4823,131015.6394,130710.6975,130992.6914
2025-04-17 20:45:00,130976.2682,131182.3186,130823.7931,130825.3448
2025-04-17 20:50:00,130826.527,131260.0531,130798.9588,131105.0605
2025-04-17 20:55:00,131095.0535,131095.0535,130476.7875,130513.3522
2025-04-17 21:00:00,130515.0764,131142.3536,130451.447,131093.4734
2025-04-17 21:05:00,131082.3874,131533.7927,130898.1315,131533.7927
2025-04-17 21:10:00,131493.8427,131672.5429,131353.7058,131510.9045
2025-04-17 21:15:00,131506.9003,132034.4577,131488.4536,131946.7662
2025-04-17 21:20:00,131908.4325,131920.3665,131342.7848,131519.2547
2025-04-17 21:25:00,131539.3207,131705.3511,131181.6633,131683.7439
2025-04-17 21:30:00,131681.6038,131861.2055,131535.2463,131723.2871
2025-04-17 21:35:00,131665.9175,132007.8902,131650.1791,131989.9176
2025-04-17 21:40:00,131974.5684,132197.683,131824.9897,131858.9785
2025-04-17 21:45:00,131836.2291,131905.3938,131546.766,131814.3497
2025-04-17 21:50:00,131830.6132,131830.6132,131220.8652,131408.069
2025-04-17 21:55:00,131395.0118,131771.9551,131361.6607,131705.3052
2025-04-17 22:00:00,131699.8444,132245.4992,131661.7476,131992.4405
2025-04-17 22:05:00,132033.5968,132149.6044,131601.6827,131766.6164
2025-04-17 22:10:00,131793.8409,132057.9732,131524.6624,131625.4358
2025-04-17 22:15:00,131597.3219,131673.936,131236.7507,131383.337
2025-04-17 22:20:00,131363.3111,131451.0515,130638.3906,130949.8283
2025-04-17 22:25:00,130979.9758,131320.9129,130979.9758,131307.0361
2025-04-17 22:30:00,131320.2304,131403.7859,131121.0668,131318.6056
2025-04-17 22:35:00,131338.7813,131460.6532,131115.2448,131186.3051
2025-04-17 22:40:00,131175.9292,131583.0192,131156.5978,131566.4002
2025-04-17 22:45:00,131584.988,131766.2692,131470.5223,131730.4531
2025-04-17 22:50:00,131759.4396,131782.0287,131173.9885,131210.5538
2025-04-17 22:55:00,131198.431,131459.8062,131078.0742,131120.5644
2025-04-17 23:00:00,131112.1132,131210.2993,130680.3896,131105.6405
2025-04-17 23:05:00,131115.7975,131503.0985,131115.7975,131379.8768
2025-04-17 23:10:00,131351.3291,131416.8644,131058.8916,131093.4516
2025-04-17 23:15:00,131108.4514,131163.9486,130864.8967,130964.9649
2025-04-17 23:20:00,130969.7368,131310.8851,130969.7368,131173.7709
2025-04-17 23:25:00,131150.3143,131197.8291,130653.328,130722.8993
2025-04-17 23:30:00,130699.0289,130927.5477,130655.5146,130835.1767
2025-04-17 23:35:00,130825.5161,131029.0225,130463.5815,131001.8625
2025-04-17 23:40:00,131019.6607,131090.4183,130861.6519,130880.9217
2025-04-17 23:45:00,130868.5687,131859.4808,130868.5687,131564.2805
2025-04-17 23:50:00,131564.7256,131836.7893,131513.7174,131656.3243
2025-04-17 23:55:00,131696.4676,132046.7969,131574.9482,131812.5816
2025-04-18 00:00:00,131824.6043,132079.3996,131753.1079,131867.6976
2025-04-18 00:05:00,131875.3301,132011.6219,131675.8446,131996.411
2025-04-18 00:10:00,131962.8242,132144.7522,131548.6261,131752.2547
2025-04-18 00:15:00,131739.6607,131777.987,131175.6454,131204.6899
2025-04-18 00:20:00,131175.2029,131379.3059,131060.8567,131220.6638
2025-04-18 00:25:00,131217.2005,131401.5973,131135.7043,131217.7345
2025-04-18 00:30:00,131206.8992,131248.0279,130926.7064,131215.4725
2025-04-18 00:35:00,131210.859,131388.7068,131041.7153,131171.4213
2025-04-18 00:40:00,131189.0515,131243.8071,130750.7876,131177.4298
2025-04-18 00:45:00,131209.7394,131575.6765,131197.1928,131515.5506
2025-04-18 00:50:00,131529.9061,131529.9061,130530.1883,130551.5686
2025-04-18 00:55:00,130567.4377,130849.3584,130429.7914,130831.8166
2025-04-18 01:00:00,130871.0674,131285.5397,130841.3124,131272.364
2025-04-18 01:05:00,131216.0831,131661.8427,131058.1642,131528.3895
2025-04-18 01:10:00,131531.651,131611.8659,130738.8377,130845.9896
2025-04-18 01:15:00,130795.3526,130903.7856,130581.007,130658.4027
2025-04-18 01:20:00,130697.3015,130774.1815,130387.0089,130561.4871
2025-04-18 01:25:00,130575.243,130636.0103,130286.208,130530.4171
2025-04-18 01:30:00,130514.7902,130715.0658,129860.1052,129929.183
2025-04-18 01:35:00,129936.7694,130102.3215,129867.3502,130087.5632
2025-04-18 01:40:00,130096.8529,130579.386,130096.8529,130536.3165
2025-04-18 01:45:00,130517.2475,130698.3914,130396.0967,130441.7583
2025-04-18 01:50:00,130449.7962,130741.9141,130378.5687,130532.3465
2025-04-18 01:55:00,130547.2856,130575.614,130067.7489,130099.8458
2025-04-18 02:00:00,130100.431,130252.0866,129967.653,130072.6873
2025-04-18 02:05:00,130104.2177,130520.8017,130039.2847,130379.4897
2025-04-18 02:10:00,130414.3324,130708.2962,130349.7809,130704.0618
2025-04-18 02:15:00,130700.999,130937.651,130625.309,130879.8785
2025-04-18 02:20:00,130831.77,130892.0669,130547.0005,130892.0669
2025-04-18 02:25:00,130891.5695,131275.8882,130891.5695,131164.083
2025-04-18 02:30:00,131133.8052,131374.6151,131097.5364,131322.3339
2025-04-18 02:35:00,131332.6942,131354.9575,131105.0443,131105.0443
2025-04-18 02:40:00,131073.7776,131073.7776,130348.3277,130384.1204
2025-04-18 02:45:00,130371.1866,130598.443,130081.6855,130598.443
2025-04-18 02:50:00,130585.4088,131023.2443,130537.2536,130784.3179
2025-04-18 02:55:00,130812.1479,130856.1459,130478.1384,130715.5715
2025-04-18 03:00:00,130653.0283,130838.2762,130512.8824,130517.3602
2025-04-18 03:05:00,130492.9476,130538.1162,129613.3012,129630.0595
2025-04-18 03:10:00,129683.4852,130117.991,129653.1331,130112.5127
2025-04-18 03:15:00,130131.4927,130220.1732,129525.8308,129577.3466
2025-04-18 03:20:00,129563.1462,129618.7275,129049.8885,129049.8885
2025-04-18 03:25:00,128995.2613,129075.9813,128457.5807,128562.8241
2025-04-18 03:30:00,128581.4994,128704.3021,128325.9631,128387.7683
2025-04-18 03:35:00,128442.9463,128585.0971,128194.3774,128514.9089
2025-04-18 03:40:00,128500.8008,128500.8008,128190.5132,128226.1814
2025-04-18 03:45:00,128195.2799,128195.2799,127961.1604,128092.3876
