timestamp,open,high,low,close
2025-05-22 12:15:00,102520.3545,103276.4513,102481.1398,103238.2395
2025-05-22 12:30:00,103231.7626,103455.4672,102953.9488,103237.0634
2025-05-22 12:45:00,103207.7594,103391.5331,102900.7729,102969.5704
2025-05-22 13:00:00,102978.7273,103481.3939,102943.6866,103169.2701
2025-05-22 13:15:00,103171.1206,103534.5781,102725.6372,102914.7852
2025-05-22 13:30:00,102897.6107,103583.7891,102828.9404,103302.2859
2025-05-22 13:45:00,103280.5588,103560.1666,103084.4736,103436.2395
2025-05-22 14:00:00,103442.4228,103533.2539,102769.296,102906.8972
2025-05-22 14:15:00,102946.5433,103166.8451,102820.4466,103112.1159
2025-05-22 14:30:00,103119.9873,103486.5428,103034.7469,103153.5755
2025-05-22 14:45:00,103114.9048,103145.1482,102534.0965,102606.3087
2025-05-22 15:00:00,102614.677,102891.0189,102145.6997,102229.4113
2025-05-22 15:15:00,102264.7919,102788.4594,102264.5044,102579.621
2025-05-22 15:30:00,102598.8108,102874.5642,102119.1905,102311.4155
2025-05-22 15:45:00,102302.9665,102306.9577,101339.8896,101339.8896
2025-05-22 16:00:00,101348.6932,101348.6932,100701.632,100877.9016
2025-05-22 16:15:00,100864.4399,101194.258,100583.2553,100786.7199
2025-05-22 16:30:00,100806.5901,101166.6483,100581.7856,101029.8692
2025-05-22 16:45:00,101027.0778,101325.9171,100876.3363,101106.5134
2025-05-22 17:00:00,101089.7273,101278.2912,100768.5813,100821.7963
2025-05-22 17:15:00,100820.774,101237.9791,100615.2721,101083.6793
2025-05-22 17:30:00,101109.7648,101607.9049,101090.8735,101403.2055
2025-05-22 17:45:00,101380.069,101456.6297,100929.419,101130.7405
2025-05-22 18:00:00,101165.488,101670.1478,101117.2022,101575.0152
2025-05-22 18:15:00,101574.5799,102057.0962,101496.3585,101860.9519
2025-05-22 18:30:00,101843.1691,102128.8663,101627.3336,101826.3977
2025-05-22 18:45:00,101807.0165,102057.3814,101702.5303,101794.1094
2025-05-22 19:00:00,101817.3796,101817.3796,101189.6184,101336.1629
2025-05-22 19:15:00,101331.729,101605.8026,101042.1727,101042.1727
2025-05-22 19:30:00,101013.6451,102244.0005,101004.8382,102052.4967
2025-05-22 19:45:00,102039.1217,102088.4329,101590.328,101995.329
2025-05-22 20:00:00,101985.5911,102081.3897,101167.0875,101331.5392
2025-05-22 20:15:00,101320.1646,101732.9099,101289.9084,101350.8126
2025-05-22 20:30:00,101351.6092,101710.5475,100643.5905,100748.8093
2025-05-22 20:45:00,100761.2329,101314.7015,100758.1459,101240.5811
2025-05-22 21:00:00,101244.8594,101400.5015,100651.3416,100681.32
2025-05-22 21:15:00,100685.6945,100768.9272,100197.2937,100480.3122
2025-05-22 21:30:00,100467.2447,100697.6081,100166.6861,100294.0431
2025-05-22 21:45:00,100299.9998,100433.8153,99898.3725,99999.7112
2025-05-22 22:00:00,99966.8213,100187.4739,99434.0198,99445.6941
2025-05-22 22:15:00,99452.2616,99874.9576,99307.0955,99707.2362
2025-05-22 22:30:00,99714.2976,99718.6625,98640.7908,98789.5416
2025-05-22 22:45:00,98789.4371,98868.7353,97990.5666,98178.9174
2025-05-22 23:00:00,98164.0361,98351.2106,97685.9781,97878.261
2025-05-22 23:15:00,97890.8918,97890.8918,96885.4214,97118.765
2025-05-22 23:30:00,97084.5424,97691.1931,97058.5003,97606.591
2025-05-22 23:45:00,97588.4991,98351.6427,97450.7895,98210.3738
2025-05-23 00:00:00,98187.7009,98268.9757,97169.6008,97235.7685
2025-05-23 00:15:00,97231.9537,97505.1881,96956.1976,97476.2812
2025-05-23 00:30:00,97487.731,97797.0639,97238.0605,97493.5816
